booking_id,hotel_name,hotel_type,arrival_date,nights_stayed,room_type,adults,children,booking_channel,lead_time_days,adr_per_night_inr,total_revenue_inr,cancellation_status,country_of_guest,special_requests,meal_plan
BKG410537,Marriott Hyderabad,Five Star,28/03/2024,13,Family Room,1,1.0,Agoda,341,19055,247715,No,Nepal,0.0,No Meal
BKG500450,Holiday Inn Jaipur,Five Star,2024-03-29,12,Super Deluxe,1,0.0,Travel Agent,219,3613,43356,Yes,France,2.0,Half Board
BKG825644,Courtyard by Marriott,BUDGET,29-03-2024,8,Family Room,2,1.0,direct website,162,24980,199840,No,Canada,4.0,MAP
BKG783814,The Fern Residency,3 Star,29/03/2024,9,Standard,2,1.0,MakeMyTrip,219,4411,39699,Yes,Germany,0.0,Full Board
BKG558815,Novotel Kolkata,Resort,2024-03-29,1,Family Room,2,0.0,corporate,269,6337,6337,No,UK,4.0,All Inclusive
BKG272061,Courtyard by Marriott,boutique,30-03-2024,3,Executive Room,3,1.0,Corporate Booking,119,11889,35667,Yes,India,1.0,AP
BKG914979,Airbnb Stay Bandra,4-Star,30/03/2024,11,Deluxe,1,1.0,Agoda,335,3433,37763,Yes,,4.0,Full Board
BKG415948,Taj Mahal Palace Mumbai,Budget,2024-03-30,7,Twin Room,2,2.0,Travel Agent,181,23458,164206,No,Russia,0.0,AP
BKG418085,Treebo Trend City Inn,Hostel,31-03-2024,6,Twin Room,1,1.0,Yatra,105,1832,10992,Yes,Australia,1.0,BB
BKG909999,Marriott Hyderabad,Boutique,31/03/2024,7,Suite,1,1.0,Goibibo,216,8452,59164,No,India,0.0,CP
BKG364469,The Leela Goa,Budget,2024-03-31,8,Presidential Suite,1,0.0,Goibibo,204,18995,151960,Yes,China,1.0,MAP
BKG695674,Taj Mahal Palace Mumbai,boutique,31-03-2024,6,Deluxe,2,2.0,MakeMyTrip,69,10631,63786,No,Australia,3.0,No Meal
BKG941948,Taj Mahal Palace Mumbai,5 Star,01/04/2024,3,Family Room,3,2.0,Goibibo,43,10186,30558,No,UAE,0.0,AP
BKG228192,Lemon Tree Lucknow,resort,2024-04-01,2,Family Room,3,1.0,Yatra,328,2018,4036,Yes,Bangladesh,3.0,Breakfast Only
BKG383293,Lemon Tree Lucknow,budget,01-04-2024,12,Presidential Suite,3,2.0,Corporate Booking,300,556,6672,No,Australia,3.0,Half Board
BKG365023,Oberoi Bengaluru,Budget,02/04/2024,7,Double Room,3,2.0,travel agent,227,12348,86436,Yes,Nepal,4.0,No Meal
BKG986924,Courtyard by Marriott,Budget,2024-04-02,12,Family Room,2,2.0,corporate,183,9459,113508,No,India,2.0,Half Board
BKG708989,Park Inn by Radisson,Boutique,02-04-2024,12,Super Deluxe,3,,Booking.com,106,5680,68160,Yes,India,1.0,Breakfast Only
BKG577281,OYO Rooms 12345,Hostel,02/04/2024,12,Deluxe,3,0.0,Travel Agent,83,1569,18828,No,,0.0,CP
BKG182195,Hilton Garden Inn,Boutique,2024-04-03,11,Presidential Suite,2,2.0,Walk-in,337,7819,86009,Yes,Bangladesh,3.0,CP
BKG901340,ITC Maurya Delhi,5 Star,03-04-2024,1,Double Room,2,2.0,direct website,249,22407,22407,No,India,4.0,BB
BKG360987,Holiday Inn Jaipur,3-Star,03/04/2024,3,Super Deluxe,1,1.0,corporate,362,6731,20193,Yes,India,0.0,Full Board
BKG117650,Courtyard by Marriott,5 Star,2024-04-04,12,Super Deluxe,1,2.0,Booking.com,20,22557,270684,No,China,4.0,Half Board
BKG886346,Zostel Delhi,Resort,04-04-2024,11,Super Deluxe,3,0.0,Direct Website,195,731,8041,No,Sri Lanka,0.0,CP
BKG434256,Hyatt Regency Chennai,Hostel,04/04/2024,4,Studio Room,1,1.0,Booking.com,177,24445,97780,Yes,China,4.0,
BKG399016,Courtyard by Marriott,Resort,2024-04-04,13,Studio Room,2,0.0,makemytrip,6,25878,336414,No,China,4.0,AP
BKG602655,Courtyard by Marriott,BUDGET,05-04-2024,1,Executive Room,1,0.0,Direct Website,69,25564,25564,Yes,China,2.0,MAP
BKG475652,Treebo Trend City Inn,Budget,05/04/2024,5,Family Room,1,0.0,Goibibo,126,1546,7730,No,India,,CP
BKG619076,Ginger Hotel,BUDGET,2024-04-05,10,Family Room,2,0.0,Walk-in,159,1073,10730,Yes,Canada,1.0,Breakfast Only
BKG196003,Hilton Garden Inn,Budget,06-04-2024,3,Double Room,3,0.0,OTA - MakeMyTrip,247,3981,11943,Yes,India,1.0,Half Board
BKG706239,Oberoi Bengaluru,BUDGET,06/04/2024,2,Standard,1,,MakeMyTrip,202,29020,58040,No,India,0.0,MAP
BKG477683,OYO Rooms 12345,3-Star,2024-04-06,3,Family Room,1,0.0,corporate,147,617,1851,No,Nepal,0.0,Half Board
BKG878844,Hilton Garden Inn,Five Star,06-04-2024,8,Super Deluxe,3,,Direct Website,142,5431,43448,Yes,India,2.0,MAP
BKG717599,Hyatt Regency Chennai,resort,07/04/2024,6,Standard,1,1.0,OTA - MakeMyTrip,198,28471,170826,No,Singapore,0.0,Full Board
BKG417164,Courtyard by Marriott,Five Star,2024-04-07,13,Standard,3,2.0,Travel Agent,153,11925,155025,No,Japan,1.0,
BKG306864,Hilton Garden Inn,Boutique,07-04-2024,7,Suite,2,1.0,travel agent,141,6897,48279,Yes,France,3.0,AP
BKG271560,Marriott Hyderabad,Boutique,08/04/2024,12,Suite,2,2.0,makemytrip,312,26433,317196,Yes,UAE,2.0,
BKG701560,Zostel Delhi,4 Star,2024-04-08,6,Executive Room,3,0.0,OTA - Booking.com,164,1762,10572,No,USA,0.0,Half Board
BKG192460,Lemon Tree Lucknow,BUDGET,08-04-2024,6,Standard,2,,makemytrip,313,1788,10728,No,Germany,2.0,No Meal
BKG331183,Airbnb Stay Bandra,BUDGET,08/04/2024,12,Family Room,2,0.0,makemytrip,20,2041,24492,No,Japan,2.0,MAP
BKG144819,Taj Mahal Palace Mumbai,resort,2024-04-09,3,Super Deluxe,2,1.0,Corporate Booking,81,11904,35712,No,India,2.0,AP
BKG556457,The Fern Residency,5-Star,09-04-2024,12,Super Deluxe,2,0.0,makemytrip,68,2849,34188,No,Australia,0.0,AP
BKG679635,OYO Rooms 12345,Five Star,09/04/2024,13,Twin Room,2,2.0,Travel Agent,130,665,8645,No,UK,4.0,Half Board
BKG483163,Ginger Hotel,5-Star,2024-04-10,8,Studio Room,2,0.0,Corporate Booking,86,1167,9336,Yes,India,0.0,All Inclusive
BKG826959,The Leela Goa,3star,10-04-2024,12,Studio Room,1,0.0,Yatra,217,24676,296112,No,Canada,0.0,AP
BKG864054,The Fern Residency,5 Star,10/04/2024,7,Family Room,1,1.0,Yatra,304,2197,15379,No,India,0.0,All Inclusive
BKG685504,ITC Maurya Delhi,3-Star,2024-04-10,7,Standard,1,0.0,OTA - Booking.com,344,20165,141155,No,Sri Lanka,0.0,No Meal
BKG427372,Taj Mahal Palace Mumbai,5 Star,11-04-2024,6,Executive Room,2,1.0,OTA - Booking.com,340,18683,112098,No,,,
BKG301112,Holiday Inn Jaipur,3 Star,11/04/2024,5,Executive Room,1,2.0,travel agent,160,6772,33860,No,Germany,2.0,Full Board
BKG337361,Treebo Trend City Inn,resort,2024-04-11,10,Deluxe,3,1.0,Travel Agent,177,1392,13920,No,Bangladesh,2.0,CP
BKG863748,Courtyard by Marriott,5-Star,12-04-2024,8,Suite,3,2.0,Agoda,116,11729,93832,No,Russia,0.0,CP
BKG328963,Airbnb Stay Bandra,Budget,12/04/2024,5,Presidential Suite,3,2.0,Corporate Booking,195,2221,11105,Yes,France,3.0,CP
BKG505847,Park Inn by Radisson,4-Star,2024-04-12,9,Presidential Suite,1,0.0,OTA - Booking.com,326,4985,44865,No,France,3.0,BB
BKG837221,Lemon Tree Lucknow,boutique,12-04-2024,9,Executive Room,2,1.0,MakeMyTrip,85,1244,11196,No,Singapore,4.0,
BKG516334,Treebo Trend City Inn,Five Star,13/04/2024,1,Family Room,3,2.0,travel agent,288,1199,1199,Yes,,3.0,Half Board
BKG802134,Zostel Delhi,4-Star,2024-04-13,6,Deluxe,1,0.0,Goibibo,80,1979,11874,No,India,,All Inclusive
BKG946945,Holiday Inn Jaipur,5 Star,13-04-2024,7,Deluxe,1,0.0,Yatra,151,3123,21861,No,India,1.0,Full Board
BKG459491,FabHotel Prime Central,Budget,14/04/2024,3,Family Room,2,2.0,corporate,60,0,2424,No,USA,3.0,Full Board
BKG680429,Oberoi Bengaluru,Boutique,2024-04-14,7,Standard,2,0.0,Yatra,60,12754,89278,No,Sri Lanka,,AP
BKG872995,Zostel Delhi,Budget,14-04-2024,11,Studio Room,1,1.0,Agoda,353,1121,12331,Yes,India,,CP
BKG956091,Lemon Tree Lucknow,boutique,15/04/2024,11,Deluxe,2,2.0,MakeMyTrip,27,1494,16434,No,UAE,1.0,AP
BKG373436,The Fern Residency,Boutique,2024-04-15,7,Presidential Suite,2,,Corporate Booking,42,3944,27608,No,Sri Lanka,3.0,CP
BKG685553,Radisson Blu Pune,5-Star,15-04-2024,13,Suite,2,0.0,Booking.com,168,6417,83421,Yes,Canada,2.0,Half Board
BKG932121,Hyatt Regency Chennai,4-Star,15/04/2024,11,Presidential Suite,2,2.0,corporate,85,9225,101475,No,China,4.0,Full Board
BKG259955,Ginger Hotel,3-Star,2024-04-16,2,Family Room,2,2.0,makemytrip,176,911,1822,No,India,2.0,AP
BKG308488,OYO Rooms 12345,5-Star,16-04-2024,7,Family Room,1,2.0,direct website,16,613,4291,No,Canada,2.0,No Meal
BKG100071,The Fern Residency,Resort,16/04/2024,1,Twin Room,3,1.0,Travel Agent,97,2552,2552,No,USA,4.0,Half Board
BKG918666,Ginger Hotel,3 Star,2024-04-17,5,Studio Room,1,1.0,Corporate Booking,197,898,4490,No,Singapore,0.0,
BKG355088,Hyatt Regency Chennai,BUDGET,17-04-2024,9,Double Room,1,1.0,makemytrip,97,20097,180873,Yes,China,4.0,Full Board
BKG760876,Courtyard by Marriott,budget,17/04/2024,7,Deluxe,1,1.0,MakeMyTrip,64,26004,182028,Yes,Bangladesh,0.0,CP
BKG309127,FabHotel Prime Central,5-Star,2024-04-17,7,Standard,1,0.0,OTA - MakeMyTrip,329,585,4095,Yes,Nepal,1.0,Full Board
BKG145037,OYO Rooms 12345,3-Star,18-04-2024,11,Family Room,1,2.0,travel agent,340,2105,23155,Yes,India,3.0,MAP
BKG894666,Oberoi Bengaluru,4-Star,18/04/2024,13,Standard,2,1.0,Agoda,4,13419,174447,Yes,UAE,1.0,No Meal
BKG235432,Holiday Inn Jaipur,Budget,2024-04-18,12,Family Room,3,,direct website,1,7904,94848,No,,1.0,Half Board
BKG462279,The Leela Goa,Hostel,19-04-2024,2,Studio Room,2,1.0,OTA - Booking.com,21,23713,47426,No,Singapore,1.0,BB
BKG444109,OYO Rooms 12345,5-Star,19/04/2024,8,Standard,3,0.0,direct website,111,1443,11544,No,India,3.0,Half Board
BKG452238,The Fern Residency,Resort,2024-04-19,3,Double Room,1,1.0,MakeMyTrip,56,3724,11172,No,Japan,0.0,MAP
BKG980185,Park Inn by Radisson,5-Star,19-04-2024,8,Presidential Suite,1,1.0,corporate,65,4314,34512,No,Bangladesh,4.0,CP
BKG402304,Marriott Hyderabad,5 Star,20/04/2024,3,Family Room,1,2.0,makemytrip,329,19575,58725,No,India,0.0,All Inclusive
BKG351831,Zostel Delhi,3star,2024-04-20,10,Super Deluxe,1,1.0,travel agent,97,2238,22380,No,,0.0,Breakfast Only
BKG183595,Courtyard by Marriott,3star,20-04-2024,7,Deluxe,1,1.0,MakeMyTrip,143,14858,104006,No,UK,2.0,All Inclusive
BKG467716,Oberoi Bengaluru,Boutique,21/04/2024,2,Double Room,1,0.0,MakeMyTrip,124,16950,33900,Yes,UAE,3.0,
BKG897976,Hyatt Regency Chennai,boutique,2024-04-21,4,Double Room,1,2.0,Booking.com,166,16938,67752,No,Singapore,0.0,All Inclusive
BKG630669,The Fern Residency,3star,21-04-2024,11,Family Room,3,2.0,Walk-in,85,2431,26741,No,,0.0,Half Board
BKG254200,The Fern Residency,3 Star,21/04/2024,6,Studio Room,1,0.0,Corporate Booking,75,3813,22878,No,India,1.0,
BKG338837,Hyatt Regency Chennai,Five Star,2024-04-22,11,Twin Room,1,1.0,corporate,343,29472,324192,Yes,UK,2.0,Half Board
BKG325167,Park Inn by Radisson,Budget,22-04-2024,9,Suite,1,0.0,Walk-in,293,7583,68247,Yes,USA,4.0,MAP
BKG849435,Courtyard by Marriott,3-Star,22/04/2024,5,Presidential Suite,3,1.0,OTA - Booking.com,58,29824,149120,No,China,2.0,All Inclusive
BKG283247,FabHotel Prime Central,5 Star,2024-04-23,13,Suite,3,1.0,Walk-in,137,1801,23413,Yes,Russia,1.0,All Inclusive
BKG315782,Taj Mahal Palace Mumbai,Budget,23-04-2024,9,Executive Room,1,2.0,Corporate Booking,98,11307,101763,No,China,1.0,BB
BKG422658,Treebo Trend City Inn,3 Star,23/04/2024,5,Studio Room,2,1.0,OTA - Booking.com,191,1569,7845,Yes,France,1.0,BB
BKG129398,Hyatt Regency Chennai,resort,2024-04-23,10,Presidential Suite,3,2.0,OTA - Booking.com,242,24488,244880,No,India,3.0,Half Board
BKG461460,OYO Rooms 12345,3-Star,24-04-2024,8,Double Room,1,,Booking.com,318,1968,15744,Yes,Australia,1.0,CP
BKG835668,Marriott Hyderabad,4 Star,24/04/2024,13,Executive Room,3,0.0,Direct Website,48,8395,109135,No,Russia,,AP
BKG710797,ITC Maurya Delhi,Hostel,2024-04-24,13,Double Room,2,1.0,direct website,31,27901,362713,No,Sri Lanka,,No Meal
BKG283731,Courtyard by Marriott,Budget,25-04-2024,1,Double Room,1,0.0,OTA - MakeMyTrip,276,18845,18845,Yes,USA,1.0,Full Board
BKG334178,Novotel Kolkata,4 Star,25/04/2024,7,Executive Room,3,0.0,makemytrip,19,4191,29337,No,Nepal,3.0,Full Board
BKG886299,The Leela Goa,Boutique,2024-04-25,4,Super Deluxe,2,0.0,Goibibo,153,26394,105576,Yes,France,0.0,No Meal
BKG631818,Holiday Inn Jaipur,4 Star,25-04-2024,5,Super Deluxe,3,0.0,Goibibo,67,6243,31215,No,India,1.0,BB
BKG437877,FabHotel Prime Central,Hostel,26/04/2024,6,Suite,3,2.0,Direct Website,213,1908,11448,Yes,Nepal,1.0,Breakfast Only
BKG524725,OYO Rooms 12345,Budget,2024-04-26,5,Super Deluxe,1,2.0,Agoda,142,2192,10960,No,Russia,0.0,BB
BKG260481,The Fern Residency,5-Star,26-04-2024,12,Studio Room,1,2.0,OTA - MakeMyTrip,231,2612,31344,Yes,Nepal,1.0,No Meal
BKG351107,The Fern Residency,resort,27/04/2024,1,Presidential Suite,3,2.0,makemytrip,212,1694,1694,Yes,Russia,0.0,
BKG446239,ITC Maurya Delhi,5-Star,2024-04-27,12,Twin Room,2,1.0,MakeMyTrip,78,25435,305220,No,Germany,1.0,BB
BKG407742,Lemon Tree Lucknow,3star,27-04-2024,9,Super Deluxe,1,2.0,direct website,213,2291,20619,Yes,India,1.0,Breakfast Only
BKG984564,Treebo Trend City Inn,Budget,27/04/2024,2,Standard,3,1.0,OTA - Booking.com,115,1202,2404,No,India,2.0,No Meal
BKG683418,Novotel Kolkata,4-Star,2024-04-28,9,Double Room,3,0.0,Direct Website,91,5906,53154,No,India,3.0,CP
BKG275161,OYO Rooms 12345,4-Star,28-04-2024,10,Double Room,1,,corporate,269,2499,24990,Yes,India,4.0,No Meal
BKG937956,Lemon Tree Lucknow,5-Star,28/04/2024,2,Twin Room,1,2.0,Booking.com,167,731,1462,No,Canada,2.0,CP
BKG811314,FabHotel Prime Central,Budget,2024-04-29,9,Super Deluxe,3,,corporate,57,685,6165,No,UAE,2.0,No Meal
BKG334601,Courtyard by Marriott,Boutique,29-04-2024,6,Executive Room,1,2.0,direct website,283,16539,99234,Yes,China,3.0,AP
BKG925428,Radisson Blu Pune,boutique,29/04/2024,11,Family Room,3,0.0,Yatra,25,6742,74162,No,India,2.0,
BKG776865,Oberoi Bengaluru,4 Star,2024-04-30,9,Family Room,2,0.0,Travel Agent,65,21305,191745,Yes,India,0.0,BB
BKG785492,Ginger Hotel,Boutique,30-04-2024,13,Standard,1,2.0,Walk-in,247,2004,26052,Yes,Sri Lanka,2.0,CP
BKG344162,FabHotel Prime Central,Resort,30/04/2024,6,Studio Room,1,0.0,MakeMyTrip,253,1926,11556,Yes,Russia,,No Meal
BKG525774,Park Inn by Radisson,resort,2024-04-30,6,Family Room,3,1.0,corporate,43,6475,38850,No,UK,0.0,MAP
BKG943634,Radisson Blu Pune,Five Star,01-05-2024,13,Deluxe,1,1.0,corporate,96,3772,49036,No,Sri Lanka,3.0,BB
BKG910548,Holiday Inn Jaipur,4 Star,01/05/2024,11,Studio Room,2,1.0,Direct Website,41,6857,75427,No,Bangladesh,3.0,Breakfast Only
BKG470104,Park Inn by Radisson,4-Star,2024-05-01,2,Super Deluxe,3,,Yatra,226,6185,12370,Yes,India,3.0,No Meal
BKG867197,FabHotel Prime Central,Resort,02-05-2024,8,Executive Room,2,2.0,direct website,261,1455,11640,No,India,0.0,No Meal
BKG963201,Novotel Kolkata,3star,02/05/2024,3,Twin Room,2,,OTA - Booking.com,166,5049,15147,Yes,Singapore,3.0,Full Board
BKG449208,Hilton Garden Inn,Budget,2024-05-02,7,Deluxe,2,1.0,OTA - MakeMyTrip,278,6283,43981,No,Sri Lanka,,Half Board
BKG633538,ITC Maurya Delhi,Five Star,02-05-2024,5,Executive Room,2,1.0,travel agent,88,18885,94425,No,,4.0,BB
BKG598332,Hilton Garden Inn,5 Star,03/05/2024,3,Super Deluxe,3,2.0,Direct Website,177,4663,13989,No,India,1.0,MAP
BKG387691,Hilton Garden Inn,Five Star,2024-05-03,1,Deluxe,1,0.0,makemytrip,196,4047,4047,No,Bangladesh,,No Meal
BKG421878,OYO Rooms 12345,4 Star,03-05-2024,8,Studio Room,2,1.0,travel agent,306,1296,10368,No,India,,CP
BKG621581,Taj Mahal Palace Mumbai,Resort,04/05/2024,3,Studio Room,2,0.0,travel agent,266,16756,50268,Yes,India,3.0,MAP
BKG566576,Zostel Delhi,3 Star,2024-05-04,2,Presidential Suite,3,2.0,MakeMyTrip,267,890,1780,No,India,0.0,All Inclusive
BKG236527,The Fern Residency,3-Star,04-05-2024,1,Suite,2,1.0,Yatra,73,3836,3836,No,Germany,3.0,MAP
BKG541776,OYO Rooms 12345,3 Star,04/05/2024,4,Suite,2,1.0,corporate,7,2496,9984,No,USA,1.0,No Meal
BKG911906,Taj Mahal Palace Mumbai,3 Star,2024-05-05,13,Standard,2,0.0,Goibibo,296,12123,157599,No,Germany,4.0,Breakfast Only
BKG667061,Radisson Blu Pune,Boutique,05-05-2024,8,Family Room,2,0.0,makemytrip,163,3732,29856,No,India,3.0,Full Board
BKG756862,The Fern Residency,resort,05/05/2024,13,Suite,1,0.0,Travel Agent,84,2908,37804,No,UK,3.0,No Meal
BKG524333,Zostel Delhi,5 Star,2024-05-06,3,Super Deluxe,2,0.0,OTA - MakeMyTrip,71,981,2943,No,Nepal,3.0,All Inclusive
BKG107042,Airbnb Stay Bandra,BUDGET,06-05-2024,1,Deluxe,3,1.0,Booking.com,54,1674,1674,No,India,0.0,Half Board
BKG392645,Zostel Delhi,3-Star,06/05/2024,4,Family Room,1,2.0,Goibibo,46,1697,6788,No,China,4.0,Breakfast Only
BKG452598,OYO Rooms 12345,3-Star,2024-05-06,9,Suite,3,0.0,OTA - Booking.com,237,1964,17676,No,USA,4.0,CP
BKG513460,The Fern Residency,4 Star,07-05-2024,13,Deluxe,1,0.0,travel agent,103,3434,44642,No,,4.0,Breakfast Only
BKG648530,Park Inn by Radisson,3 Star,07/05/2024,1,Standard,1,2.0,travel agent,209,6335,6335,Yes,India,4.0,AP
BKG209847,Courtyard by Marriott,3star,2024-05-07,12,Executive Room,2,1.0,OTA - Booking.com,41,20025,240300,No,France,,BB
BKG549887,The Leela Goa,5 Star,08-05-2024,11,Deluxe,2,2.0,corporate,315,12929,142219,No,UAE,3.0,MAP
BKG577996,OYO Rooms 12345,budget,08/05/2024,2,Deluxe,3,2.0,Yatra,267,1271,2542,Yes,India,4.0,Half Board
BKG344932,Courtyard by Marriott,5-Star,2024-05-08,9,Super Deluxe,1,0.0,direct website,262,20638,185742,No,France,2.0,All Inclusive
BKG330624,Holiday Inn Jaipur,4 Star,08-05-2024,2,Standard,1,2.0,Direct Website,335,4444,8888,Yes,Bangladesh,2.0,Half Board
BKG156235,Hilton Garden Inn,4 Star,09/05/2024,13,Standard,2,2.0,OTA - MakeMyTrip,364,6376,82888,Yes,India,1.0,AP
BKG655054,Courtyard by Marriott,5 Star,2024-05-09,3,Twin Room,1,1.0,direct website,258,20121,60363,Yes,Japan,2.0,
BKG289624,Treebo Trend City Inn,3 Star,09-05-2024,7,Presidential Suite,2,0.0,Booking.com,282,1985,13895,No,India,2.0,MAP
BKG760370,Marriott Hyderabad,Hostel,10/05/2024,3,Standard,2,0.0,Agoda,113,9617,28851,No,India,2.0,BB
BKG515362,OYO Rooms 12345,3 Star,2024-05-10,9,Twin Room,3,0.0,MakeMyTrip,362,665,5985,Yes,,1.0,CP
BKG874438,Hyatt Regency Chennai,boutique,10-05-2024,6,Family Room,2,1.0,Yatra,39,25904,155424,No,India,3.0,Breakfast Only
BKG790267,Hyatt Regency Chennai,BUDGET,10/05/2024,3,Presidential Suite,2,1.0,travel agent,219,9583,28749,No,,,CP
BKG355562,Oberoi Bengaluru,resort,2024-05-11,9,Suite,1,1.0,OTA - Booking.com,128,14704,132336,Yes,Russia,0.0,No Meal
BKG585307,Courtyard by Marriott,Five Star,11-05-2024,1,Suite,3,1.0,OTA - Booking.com,7,15988,15988,Yes,UK,0.0,CP
BKG211873,Radisson Blu Pune,Hostel,11/05/2024,10,Deluxe,3,0.0,Agoda,100,5490,54900,No,UK,2.0,MAP
BKG733581,Hyatt Regency Chennai,budget,2024-05-12,3,Studio Room,3,0.0,OTA - Booking.com,175,17953,53859,No,UAE,2.0,Breakfast Only
BKG813260,FabHotel Prime Central,5-Star,12-05-2024,1,Studio Room,2,,Direct Website,106,2006,2006,No,,3.0,Breakfast Only
BKG155270,Treebo Trend City Inn,boutique,12/05/2024,2,Double Room,3,,Yatra,100,1536,3072,No,Japan,2.0,Half Board
BKG194516,Taj Mahal Palace Mumbai,3star,2024-05-12,12,Standard,2,2.0,OTA - MakeMyTrip,259,20336,244032,Yes,India,,Full Board
BKG376104,Park Inn by Radisson,4 Star,13-05-2024,8,Standard,2,1.0,OTA - Booking.com,245,3449,27592,Yes,UK,,MAP
BKG292102,Ginger Hotel,3-Star,13/05/2024,7,Super Deluxe,2,2.0,Yatra,274,1972,13804,Yes,Russia,,Half Board
BKG199456,Hilton Garden Inn,3 Star,2024-05-13,2,Deluxe,2,0.0,Direct Website,31,7446,14892,No,Russia,0.0,BB
BKG791872,OYO Rooms 12345,5 Star,14-05-2024,2,Suite,3,0.0,Booking.com,136,763,1526,No,Australia,,
BKG513221,Ginger Hotel,Hostel,14/05/2024,9,Deluxe,3,1.0,Walk-in,11,582,5238,No,India,3.0,Breakfast Only
BKG557272,Oberoi Bengaluru,3 Star,2024-05-14,13,Standard,1,0.0,travel agent,301,15769,204997,No,,3.0,Full Board
BKG899904,Courtyard by Marriott,Five Star,14-05-2024,13,Suite,3,1.0,Direct Website,15,16384,212992,No,Russia,0.0,No Meal
BKG294735,Treebo Trend City Inn,5 Star,15/05/2024,6,Double Room,1,2.0,Yatra,128,833,4998,No,India,0.0,MAP
BKG744866,Lemon Tree Lucknow,3-Star,2024-05-15,5,Executive Room,3,1.0,corporate,62,1903,9515,No,Bangladesh,0.0,No Meal
BKG750527,Novotel Kolkata,Five Star,15-05-2024,10,Studio Room,3,2.0,makemytrip,108,3392,33920,No,Sri Lanka,3.0,AP
BKG420460,Airbnb Stay Bandra,budget,16/05/2024,6,Executive Room,3,2.0,direct website,20,2247,13482,No,UK,0.0,BB
BKG218416,Marriott Hyderabad,Boutique,2024-05-16,9,Studio Room,2,1.0,Walk-in,157,25211,226899,Yes,Bangladesh,0.0,Half Board
BKG571977,Hyatt Regency Chennai,3star,16-05-2024,11,Family Room,3,0.0,corporate,268,29132,320452,Yes,UK,3.0,MAP
BKG635891,Ginger Hotel,3-Star,17/05/2024,7,Twin Room,3,2.0,Corporate Booking,161,953,6671,No,Canada,3.0,Breakfast Only
BKG742042,Park Inn by Radisson,Boutique,2024-05-17,10,Standard,1,0.0,travel agent,259,4358,43580,Yes,Russia,0.0,
BKG535467,Hyatt Regency Chennai,Five Star,17-05-2024,10,Family Room,3,2.0,OTA - Booking.com,101,16302,163020,No,India,0.0,CP
BKG980857,Airbnb Stay Bandra,3-Star,17/05/2024,9,Family Room,2,2.0,Agoda,222,3538,31842,Yes,Nepal,0.0,No Meal
BKG332236,Courtyard by Marriott,5 Star,2024-05-18,4,Studio Room,3,2.0,Yatra,58,16984,67936,No,UK,3.0,AP
BKG100163,Treebo Trend City Inn,BUDGET,18-05-2024,2,Executive Room,1,2.0,OTA - MakeMyTrip,246,832,1664,No,Sri Lanka,4.0,AP
BKG357871,Oberoi Bengaluru,4 Star,18/05/2024,12,Twin Room,3,1.0,corporate,127,15181,182172,Yes,India,1.0,Half Board
BKG724306,Lemon Tree Lucknow,3star,2024-05-19,8,Suite,3,2.0,Goibibo,282,1226,9808,No,India,,Full Board
BKG168998,Airbnb Stay Bandra,5-Star,19-05-2024,4,Twin Room,1,0.0,Corporate Booking,324,2234,8936,No,USA,1.0,Breakfast Only
BKG609344,Lemon Tree Lucknow,3 Star,19/05/2024,13,Family Room,3,0.0,makemytrip,24,2132,27716,Yes,UK,3.0,No Meal
BKG372431,Hilton Garden Inn,3star,2024-05-19,9,Double Room,1,1.0,MakeMyTrip,130,7193,64737,No,Germany,4.0,MAP
BKG547681,Taj Mahal Palace Mumbai,5-Star,20-05-2024,4,Family Room,1,2.0,Corporate Booking,352,17501,70004,No,India,3.0,AP
BKG813504,Oberoi Bengaluru,3-Star,20/05/2024,8,Suite,2,1.0,Walk-in,195,22245,177960,No,China,0.0,AP
BKG291181,Treebo Trend City Inn,5 Star,2024-05-20,9,Family Room,2,,Travel Agent,280,1623,14607,No,USA,,All Inclusive
BKG106227,Taj Mahal Palace Mumbai,4-Star,21-05-2024,13,Presidential Suite,1,2.0,travel agent,153,14749,191737,No,Bangladesh,1.0,All Inclusive
BKG708868,Oberoi Bengaluru,resort,21/05/2024,9,Double Room,2,0.0,corporate,132,8296,74664,No,Australia,3.0,All Inclusive
BKG150842,Oberoi Bengaluru,5 Star,2024-05-21,10,Super Deluxe,2,1.0,Agoda,226,17821,178210,No,India,4.0,BB
BKG787150,Marriott Hyderabad,Resort,21-05-2024,4,Suite,1,1.0,makemytrip,188,24952,99808,Yes,Nepal,,Full Board
BKG657289,Park Inn by Radisson,5 Star,22/05/2024,1,Twin Room,3,0.0,MakeMyTrip,264,4305,4305,Yes,Canada,,
BKG272993,Taj Mahal Palace Mumbai,Five Star,2024-05-22,3,Studio Room,3,2.0,Yatra,133,21119,63357,Yes,,2.0,Breakfast Only
BKG410095,Hyatt Regency Chennai,Five Star,22-05-2024,9,Super Deluxe,3,2.0,corporate,210,15664,140976,Yes,Nepal,4.0,
BKG696163,Hyatt Regency Chennai,3star,23/05/2024,4,Studio Room,2,0.0,Travel Agent,59,15511,62044,No,France,4.0,All Inclusive
BKG735785,Courtyard by Marriott,3star,2024-05-23,5,Suite,2,0.0,travel agent,363,13465,67325,Yes,USA,0.0,Full Board
BKG580245,Zostel Delhi,3star,23-05-2024,7,Twin Room,3,2.0,Yatra,363,2016,14112,No,India,4.0,BB
